texto,fecha,usuario
sus obras y aciones en beneficio  para su gente y desarrollo en todos los sectores. #tepexigobiernoprogresista,2021-10-18 23:59:46 UTC,anaili514
rt @elbaquedanocl: violentistas comienzan a tomar estaciones del metro. en la cisterna desplegaron consignas y piden a los usuarios violar los torniquetes https://t.co/dc1qbt3vqz,2021-10-18 23:59:46 UTC,mahdisrain
"rt @jcedomex: seguimos trabajando en el mejoramiento de la infraestructura carretera libre de peaje con actividades de reencarpetado en el camino otumba-axapusco-temascalapa.
#residenciatecámac https://t.co/ckm7crvjo2",2021-10-18 23:59:46 UTC,AriadnaVlez4
"en breve le mando un ""t extraño""",2021-10-18 23:59:46 UTC,Valentomassino_
rt @conilewin: karla y christian transformando un delito en “por qué la sociedad no nos deja estar juntos y amarnos!”,2021-10-18 23:59:46 UTC,angeleonor
terrorista disfrazada de india 👇 https://t.co/uvdsqqmroz,2021-10-18 23:59:46 UTC,canicsal29
rt @jijiale_: es más efectivo ligar de broma que ligar de verdad,2021-10-18 23:59:46 UTC,acryingvirgo
@mariacbds @anali_frauches quieta maria clara,2021-10-18 23:59:46 UTC,ennes_anna06
wanda picada respondiendo en twitter  es todo lo que esta bien en el mundo.,2021-10-18 23:59:46 UTC,wanamoura
"tú crees que yo soy tonta y que no me  doy cuenta, pero lo que no sabes es que perdí la cuenta de todo lo que me hiciste y nunca te arrepentiste, todas las conversaciones con tus ex ya me las sé 🎶🎶🎶",2021-10-18 23:59:46 UTC,esquivelfer12
rt @davidevxnn: confirmen si ya nadie acepta las solicitudes en fb,2021-10-18 23:59:46 UTC,pumaynae___
"rt @lightan_5: ⚠️ moas lean y difundan ⚠️

necesitamos que todo el fandom esté preparado. 

📍si necesitan guías o más información pueden escribirme al dm.
#투모로우바이투게더
#tomorrow_x_together
@txt_members @txt_bighit https://t.co/vrusl9dcar",2021-10-18 23:59:46 UTC,i4txt_t
rt @kokortes67: ni olvido ni perdon. https://t.co/ljykoljssf,2021-10-18 23:59:46 UTC,Graciel81951605
rt @marcelvelazq: el libro rojo de #castillo. https://t.co/lvuqq2jnqb,2021-10-18 23:59:46 UTC,Yovi67476337
hola precioso https://t.co/ioqvhpq0ab,2021-10-18 23:59:46 UTC,sheeranxdrewx
"rt @nahomy_chantal: necesito un cambio en mi vida, últimamente nada de lo que hago me hace feliz",2021-10-18 23:59:46 UTC,Dramarisarm
@_lar0we_ @juliobeta @jechulita @ttrikittran ya estan,2021-10-18 23:59:46 UTC,OscarBolivarRi2
@cazkossj todos la jugaron mal tranki,2021-10-18 23:59:46 UTC,Mxteobtw
@samueellgg @manuboos1 cuzas,2021-10-18 23:59:46 UTC,Gabiru_aaa
rt @unmapasugerido: un pequeño aporte fotográfico desde plaza dignidad. ¡vamos a vencer y será hermoso! https://t.co/bc6pbdhxho,2021-10-18 23:59:46 UTC,JahnkeMariana
rt @markstomiii: sobran las ganas de helado,2021-10-18 23:59:46 UTC,Solcii2030
"rt @chicachick_2: escalera de damas de miren e. palacios
venta directa en la web de la autora:
📚https://t.co/gqqpabtlpj
o, en #amazon
📚https://t.co/asouv01zua 
disponible en #amazon
#recomiendoleer
#leeresmiplan
#librosrecomendados
#librodeldía
#romantica 
#novela 
#mujeres 
#escritores https://t.co/vspnsdfvnq",2021-10-18 23:59:46 UTC,BayAlday
"-le han dicho ""dulce"".... aunque...- https://t.co/kv3jek9xor",2021-10-18 23:59:46 UTC,ElxctricZoldyck
@martintru12 se fumo la del pendejo,2021-10-18 23:59:46 UTC,luciaherbalejo
"rt @avaluosilva1: @laurammoficial eso es una obligación de los ciudadanos, veeduria pura es constitucional, sin color político, sin sectarismo. al que la cometa se le aplica, de cualquier partido.",2021-10-18 23:59:46 UTC,avaluosilva1
@alertadesismo se puede informar protestas pasificas q son el 90x ciento de lo q está pasando,2021-10-18 23:59:46 UTC,matia1104
me estoy sintiendo mal porque no he comido y me iré caminando para la casa,2021-10-18 23:59:46 UTC,DaeismyA
rt @juanaporfavor: mi aporte... https://t.co/9cqtzcble1,2021-10-18 23:59:46 UTC,Mattiagustin2
"@_mikey_sano okss, ya te segui",2021-10-18 23:59:46 UTC,Renga_Canon1
"rt @epicurodesamos_: también, según los testimonios y evidencias, por el propio matarife para enterrar junto con él todo lo que sabían.

juan guillermo villegas es el mismo que fue interceptado hablando con el matarife, cuando este dice ""nos están oyendo esos hp"", refiriéndose a la corte https://t.co/uf2ff2dfj8",2021-10-18 23:59:46 UTC,Elizabe82808957
"rt @rosiristoroleg: seguimos con nuestras jornadas  hoy dedicada  a los más pequeños de la casa, desde el sector san blas. #vivirparaservir https://t.co/qi9z3zeqfz",2021-10-18 23:59:46 UTC,Jonatha79643058
"durante la ceremonia de clausura se dio a conocer que el 🌎 cuarto congreso internacional de lenguas, a efectuarse en el año 2023, se desarrollará bajo la temática de “la lengua como medio de instrucción” 👩‍🏫👨‍🏫.
https://t.co/b6dfhdnluf https://t.co/7kluthmtcz",2021-10-18 23:59:46 UTC,UAEH_OFICIAL
@a__stylinson pero ya vas a estar muerta dah! me los voy a terminar comiendo yo,2021-10-18 23:59:46 UTC,Niallvsmemore
"rt @carlospty74: @dr_paulinovigil que drogas dr si ustedes impidieron el uso de medicamentos para atención primaria! claro, obviamente el objetivo era dejar morir gente para justificar la mal llamada 💉. deberia leer más sobre los daños q su adorada 💉 le está causando a mucha gente!",2021-10-18 23:59:46 UTC,Fela76007749
"rt @soylunaoflclal: yo hablando del diario con mi espejo: 

#soyluna 🌙 https://t.co/5x33z8wecp",2021-10-18 23:59:46 UTC,Charles92245208
"tv chilena siendo tv chilena
20 segundos de manifestación pacífica, 3 horas de saqueos",2021-10-18 23:59:46 UTC,Jelbo96
"si no va sam quedaré como estúpida, sam vas a la peda de halloween ya todxs te quieren conocer",2021-10-18 23:59:46 UTC,brisacats
¿qué dirían las versiones evil de psicotuiter?,2021-10-18 23:59:46 UTC,Sergiovicm
"#18deoctubrexlared 
los pacos y la impunidad https://t.co/b3yfhzxnde",2021-10-18 23:59:46 UTC,Mirsalis
ya se va:((,2021-10-18 23:59:46 UTC,sukkiiReb
que feo estar de vuelta.,2021-10-18 23:59:46 UTC,Ana51567155
"rt @metrodesantiago: 20:08 hrs. [actualización] estaciones cerradas:

- baquedano #l1 #l5
- sta. lucía, u. católica, salvador #l1
- u. de chile #l1 #l3 
- p. de la infancia, p. pte. alto #l4
- p. de maipú, bellas artes, p. bustamante, santa isabel #l5
- franklin #l6 (ingreso por l2)",2021-10-18 23:59:46 UTC,andy456LJ
@jacque13064 no mucho,2021-10-18 23:59:46 UTC,JJMonPark7
@izukufvs pronto,2021-10-18 23:59:46 UTC,yukxnon
rt @whiskypeleon: estoy harto de estudiar yo solo quiero ser una winx,2021-10-18 23:59:46 UTC,Milu_Moya
@shxnx25 soy la mejor fan,2021-10-18 23:59:46 UTC,kurezzud
"empezó bendita, espere éste momento todo el fin de semana😂🍿",2021-10-18 23:59:46 UTC,daiburi
"rt @primeralineatw: 🔴#puntaarenas en estos momentos 
el pueblo unido jamás será vencido!!!
#18deoctubre en todo el territorio. https://t.co/ox0gudq78a",2021-10-18 23:59:46 UTC,TralmaM
mal actor… sobreactuado. se le ve ridícula la pose de magnate https://t.co/nljojqskjx,2021-10-18 23:59:46 UTC,DiegoVelezGar
"rt @arcsa_cz2: #calidadarcsa    | hemos retomado la atención a través de nuestros canales digitales para que puedas realizar tus trámites y consultas, en línea. 

#juntoslologramos https://t.co/ngg3pogcix",2021-10-18 23:59:46 UTC,RamiroPerezY
rt @anacccclara: sin un brazo pero con la vacuna👍👍,2021-10-18 23:59:46 UTC,Cristianalturr4
"rt @marianaxsweetie: por fin yolo hablo de ese tema, es nefasto que siempre se intenten aprovechar del esfuerzo y cariño que ellos le ponen a algo, ya sea video o lo que sea y que ellos fácil vengan y lo utilicen. reporten los canales",2021-10-18 23:59:46 UTC,PrisAventurera
rt @pachuriendose: abrí la imagen y alegra tu día https://t.co/awqezuglw1,2021-10-18 23:59:46 UTC,Flor_LKA
jjajajaja tal cual https://t.co/onoy0l8mnr,2021-10-18 23:59:46 UTC,angeleslopezs
@nolosuperomx @unnatuitera me urge que mon la vea y puedan hacer un podcast de los 80’s y 90’s. 🖤 https://t.co/zhfkzspwnf,2021-10-18 23:59:46 UTC,nenadelafuente
"rt @alejand92536201: los invitos a mirar hacia adelante sin repararlos tenemos que apoyar al que vamos a derrotar al bandido que en estos momentos,todos se encuentren en miami ,así que pilas amigos y amigas amas de casa , jóvenes adultos por un país libre de socialismo , necesitamos más unión https://t.co/jsnd4orlax",2021-10-18 23:59:46 UTC,EJuenzamo
rt @opacarofilia_: planos detalle del mar https://t.co/ntss9xrgo6,2021-10-18 23:59:46 UTC,AlarkSad
se cortó la luz por la chucha mi internet del celu anda pal pico,2021-10-18 23:59:46 UTC,iluvsjmin
"rt @ernestocedeno: señores magistrados de la corte suprema de justicia @ojudicialpanama ponderen la necesidad de ordenar la publicación en la gaceta oficial, el fallo de la corte suprema sobre la inconstitucionalidad de éste tema. se presta a interpretaciones. @ojudicialpanama https://t.co/foedwfgglx",2021-10-18 23:59:46 UTC,msanchez03_03
"rt @minitatoxica: mi fantasía sexual es estar con alguien, que no seamos tóxicos y que siempre estemos el uno para el otro, hablemos hasta tarde, nos mandemos memes, veamos series, comamos juntos, que tengamos mucha confianza y que nos explote el corazón de amor al vernos",2021-10-18 23:59:46 UTC,ZaiAlvarez98
"rt @ipoduje: igual que hace 2 años: saqueos a puente alto ocurren luego de anular presencia policial atacando la 20 comisaria.

exactamente el mismo patrón. el riesgo ahora es centro de maipú y ejes santa rosa, gran avenida y los morros https://t.co/ufvgcvquhp",2021-10-18 23:59:46 UTC,daniella_40
@igallestan pero es para el top,2021-10-18 23:59:46 UTC,avgossler
rt @chilenadecora11: #nadaquecelebrar y sí mucho que agradecer a nuestros carabineros!! https://t.co/havioo0msb,2021-10-18 23:59:46 UTC,CaceresJoo
rt @ibaillanos: mi vida no tiene una puta mierda de sentido,2021-10-18 23:59:46 UTC,yo_eddiechill_
"rt @brandnewdutch: 🔴último momento🔴 | habló mauro icardi

consultado por el escándalo, el delantero del psg declaró: ""si me pierdo, yo me encuentro. si me caigo, me levanto. el secreto en esta vida, es seguir cantando"".",2021-10-18 23:59:46 UTC,MarianoVidal7
rt @metrodesantiago: 20:30 hrs. en estos momentos estación trinidad #l4 y manuel montt #l1 se encuentran cerradas y sin detención de trenes.,2021-10-18 23:59:46 UTC,andy456LJ
rt @ninoska48407875: mi linea tiene más de 5 años dañada. ya ni recuerdo el número 😂 https://t.co/ceozy9iwon,2021-10-18 23:59:46 UTC,granfran5012
"rt @jorgerojas2022: aquí aparece #eltiranoexpropiador en el pico de la violencia, el despojo, el desplazamiento y la muerte 👇🏽

expropiaron a sangre y fuego  6.600.000 mil hectáreas de tierra a casi cuatro millones de campesinos. https://t.co/y07ly2td41",2021-10-18 23:59:46 UTC,davferlop68
"rt @mykel_007: @el_universal_mx @lopezobrador_ la pregunta es: cuál agua? en algunos estados sus presas están por debajo del 100%, por otro lado, la cdmx en colonias de algunas alcandias sino es que de todas, no tienen agua y el edomex tiene que darles agua que le corresponde a los municipios. sera aguas negras?",2021-10-18 23:59:46 UTC,E_HuitronCh
"bueno me voy de twitter, me di cuenta de que he estado bajando mis notas y tengo miedo que algo malo pueda pasar, es broma pega esto en tu perfil o repites de año.",2021-10-18 23:59:46 UTC,kingvigvani
"rt @kkpinku__: cuando digo que txt salvó mi vida no es una broma ni una exageración. muchos dirán que cómo puede ser así si ellos no conocen tan siquiera mi nombre, pero, ellos realmente me ayudaron cuando sentía que nadie podría hacerlo, son las personas mas dulces del mundo.
@txt_members",2021-10-18 23:59:46 UTC,jms_angels10
rt @yozora__tsuk1: amando a wakasa desde el segundo 1 https://t.co/ptkwism90p,2021-10-18 23:59:46 UTC,mittchys
"no les pasa q hay canciones de los shinee q es como ""queee cual es esta"" y al final es como ""ahhhh era esa"" es q estos conchesumadres tienen tantas canciones q ya no me queda espacio en el cerebro para retenerlas todas tristisimo",2021-10-18 23:59:46 UTC,_FlREPROOF
@carlosguizado jajaja. pa que quiere saber eso ? saludos jaja,2021-10-18 23:59:46 UTC,ParisSOcampo
rt @luisarm28147370: en méxico el que la hace no la paga https://t.co/jwgereybct,2021-10-18 23:59:46 UTC,TERICHARDO
rt @polo_scl: puta la wea! https://t.co/tz5anutgmj,2021-10-18 23:59:46 UTC,infozeus
cualquier parecido a la realidad es pura coincidencia https://t.co/nivc4id5w6,2021-10-18 23:59:46 UTC,ElCoqui74937799
"muertos los perros 
se acabó la rabia 
debemos seguir el consejo https://t.co/yg8ruff4wa",2021-10-18 23:59:46 UTC,LuiggiFrancesc2
rt @isoyreloca: salir a caminar con alguien y charlar me parece un re planazo,2021-10-18 23:59:46 UTC,Van_Ang59
@24horastvn plaza dignida...y lo robado les keda ahi mismo canal negacionista qliao,2021-10-18 23:59:46 UTC,quillotano2022
"rt @bakku_uwu: bue #artvartist
dignidad nos vimoooooos https://t.co/gilksiljti",2021-10-18 23:59:46 UTC,tanylovbest___
rt @villacis_ander: con apenas 21 años julián álvarez ya puede decir que le hizo goles a todos los grandes y a san lorenzo. https://t.co/epstlbl739,2021-10-18 23:59:46 UTC,NachoRiver09
"@nolitapunch me dió desconfianza cuando salió la del papiloma.
no dejé ponérsela a mi hija.",2021-10-18 23:59:46 UTC,XaviAlbarran
rt @elmarianaa: algún día aprenderé portugués manito,2021-10-18 23:59:46 UTC,EliruMakun
mi regia tarde otoñal. https://t.co/k7rihrmag5,2021-10-18 23:59:46 UTC,ludygarza
"rt @alessandrifelip: indulto a los detenidos? presos políticos? vándalos, delincuentes y terrorista. no hay matices. santiago resiste!",2021-10-18 23:59:46 UTC,marthicafer
"rt @trujillo_mrt: presidente @nicolasmaduro en videoconferencia: ""nosotros somos una fuerza, somos de verdad y trabajamos con amor. estamos en batalla y victoria permanente, construyendo una nueva mayoría con la moral, la verdad y la experiencia acumulada"" 

candidatos tupamaro presente 🔴⚫ https://t.co/oyvvaj42kt",2021-10-18 23:59:46 UTC,Occidente_MRT
rt @lakooks: este hilo me da vida. aguante la farándula argentina y toda su gente https://t.co/w3tlxpxggn,2021-10-18 23:59:46 UTC,dahnequi
"rt @al100bonita: buenos días compañer@s q tengan un excelente inicio de semana, y sí aquí lo leen a uno bromista y todo, pero solo recuerden, much@s de una manera u otra estamos librando una batalla diaria y debemos ser solidarios.

menos y nunca, con l@s corrupt@s del prianrd. a darle pues! https://t.co/wdh569jytl",2021-10-18 23:59:46 UTC,0306juan
"rt @jpolilla: #estallidosocial cobardes saqueando h dejsndo sin trabajo a la gente mas pobre, sin son tan choros vayan a las casas de las dueños de las empresas  las 7 familias mas ricas del pais , ahi se csgan de miedo maricones cobardes",2021-10-18 23:59:46 UTC,los4diablos12
"rt @cneesvzla: tras conversación telefónica sostenida entre el presidente del poder electoral, pedro calzadilla, y la jefa de la moe-ue, isabel santos, se da por superado el impasse, a raíz de las declaraciones del ar para asuntos exteriores y política de seguridad de la ue, joseph borrell. https://t.co/zaim4kgk0z",2021-10-18 23:59:46 UTC,Pequiven887FM
rt @quimeyherrera01: solo pido esto en una relación no me interesa si me caga si me toxiquea o si se coje a mis amigos en frente mio https://t.co/war0hgh2g6,2021-10-18 23:59:46 UTC,Facugiangrave7
"rt @cyanlafurra: ✨//fijado

¿pq no subes videos?
estoy en la universidad, me graduo en el 2022

¿vas a volver a subir videos?
shi, awantame a acabar la tesis alaberga

¿puedo hacer dibujos de tus oc's?
porfavorrrrrrrr y arrobeame wey 😭💕 https://t.co/mxhc5as3bf",2021-10-18 23:59:46 UTC,jmalpica84
durante la semana tuve la oportunidad de hablar con lino rivera dirigente de @torosdeleste quien nos habló que está listo para lograr otro campeonato con los taurinos #lidom https://t.co/fbtmzmlocx,2021-10-18 23:59:46 UTC,Dessireecastro1
"rt @feriglesias: si desde el #17deoctubre de 1945 a 2015 hubiéramos crecido al ritmo de latinoamérica nuestro pbi per cápita sería el de españa o italia. al ritmo de méxico, seríamos gran bretaña o japón. al de brasil, seríamos el 4º país más rico del mundo, delante de suiza.
decime qué se siente",2021-10-18 23:59:46 UTC,domipas2
@louarandx proba los de mar del tuyu “churrico’s” y después hablamos,2021-10-18 23:59:46 UTC,Agusos__
"@secretstory_es @saulnicolasmer2 la que hizo carpeta con el sobrino de la salta la rana, su criterio a misa, y luego intento forzar con el lo que frigenti consiguiô con sofía. padre nuestro que estas en los cielos...",2021-10-18 23:59:46 UTC,soriano_conchi
@horanghi_i @lovs4lix ojalá choquen y te lo tengan que cortar,2021-10-18 23:59:46 UTC,bblueskyprint
"rt @josevaldezsv: no les digan que ya no es “dictador”, díganles que ahora es…

el emperador. https://t.co/9bbuqns1wl",2021-10-18 23:59:46 UTC,Arthur38785754
@tojuaa borra la concha de tu vieja,2021-10-18 23:59:46 UTC,panchexg
"rt @lev_00: buen día @rikikurcoro!
espero que hayas pasado un gran fin de semana con aires de refundación. https://t.co/erl6k74rbt",2021-10-18 23:59:46 UTC,pepaguttemberg1
"#petén | oficiales del #procumóvil de poptún, llevaron a cabo una visita al barrio ixobel,poptún, para entrevistar a familias migrantes y verificar el proceso de regularización del estatus migratorio de dos personas menores de edad en el país. 
https://t.co/cb2acrfgok https://t.co/0nyqsgzlfk",2021-10-18 23:59:46 UTC,PDHgt
"@osvaldobazan decime que era kirchnerista, sin decirme que era kirchnerista...
🤦🏿‍♂️",2021-10-18 23:59:46 UTC,sergiorom8
@pedroluisprinc5 si. de lo contrario atraemos enfermedad y otras cosas,2021-10-18 23:59:46 UTC,KatyCifuentes
rt @marianocaba: @noperonio esa frase siempre la decía mi mamá...,2021-10-18 23:59:46 UTC,noperonio
"rt @iaim_ve: #juntoscontralapandemia || el iaim invita a todo el pueblo venezolano a respetar las medidas de seguridad sanitaria implementadas por el gobierno bolivariano para la prevención del covid-19.

¡la prevención es la clave!
¡juntos prevenimos el contagio! https://t.co/w4bd31icuu",2021-10-18 23:59:46 UTC,adrian__256
primera práctica de la carrera y me la dejo para el día de antes… sigo siendo el mismo,2021-10-18 23:59:46 UTC,SrXreyes
"rt @_rurru__: ayer leí una frase muy bonita que me marcó, y dice así: “evoluciona tanto que tengan que volver a conocerte”✨✨",2021-10-18 23:59:46 UTC,pldj35
"rt @kenalorenzinil: hoy a dos años del #chiledesperto #18o 
#estallidosocial
#chile 
gracias susana hidalgo (actriz) ⁦@su_hidalgo⁩ por esta tremenda fotografía, que se transformó en el un símbolo de este nuevo chile que empezó a transformarse. https://t.co/tgayfqv1mz",2021-10-18 23:59:46 UTC,AlvaroT54688785
"captura ssp a presuntos integrantes del cjng, en coatzacoalcos https://t.co/rkesqz9bcg",2021-10-18 23:59:46 UTC,ElEstadoITR
"rt @moonzort: no es que me caigas mal, me das mala vibra y ya",2021-10-18 23:59:46 UTC,ekellylorena03
⭐️ [curso] tu guía completa de fotografía... https://t.co/98agx2vxs0,2021-10-18 23:59:46 UTC,condebrocoli
"rt @winston_dunhill: que país de cuarrrrrta, a todo nivel.",2021-10-18 23:59:46 UTC,claudiallenas
"rt @germancoto2021: los canales como @cnnchile y @chvnoticias les encantaría disfrazarse de la @laredtv para poder ingresar a las marchas, pero recibes lo que das y cuando juan sutil controla tus contenidos no pidas que el pueblo te abrace!🤷🏾‍♀️",2021-10-18 23:59:46 UTC,Gabriel48241
rt @lostxn_: he hecho uno https://t.co/tqefirdgag,2021-10-18 23:59:46 UTC,Tris_Lockser
"rt @juampimanera22: como si fuera poco, en noviembre la t alcanzó los 50.000 asociados (histórico para el fútbol cordobés) y el 29 de diciembre el club anuncio la conclusión del proceso de quiebra. un ciclo espantoso llegaba a su fin. https://t.co/6s2sommmu6",2021-10-18 23:59:46 UTC,ANDRESGUAPA1
"@jonatankolibski que campeonato le van a regalar a almirante? sino le pueden ganar ni a 11 conos, por favor. el día que vuelvan los desensos se van directamente a la c por muertos",2021-10-18 23:59:46 UTC,AlejandroPiet
"rt @obsessiontwitch: ven el dia de hoy tengo algo muy muy importante que decirte...

https://t.co/lyxyc5vb1e",2021-10-18 23:59:46 UTC,Byjessxs_
"rt @peponila: lo digo hace años, no nos separa una grieta, nos separa un abismo moral",2021-10-18 23:59:46 UTC,libresoypmadero
"rt @petrogustavo: las administradoras de fondos pensionales, ya confesaron que no entregan rentas vitalicias de vejez, es decir no entregan pensión a los cotizantes cuando cumplen la edad ni antes, ni después y menos a sus sobrevivientes. https://t.co/y8qx9pyalu",2021-10-18 23:59:46 UTC,JuanPer86430301
"rt @huhconh: hoy 1,60€ el litro de gasolina, la luz un 200% más cara, el butano igual, la cesta de la compra más y más cara y encima amenazándome con cobrarme por usar las autovías. y todo para mantener un estado controlador, tramposo, trilero, elefantiásico e ineficiente. estoy muy cansado.",2021-10-18 23:59:46 UTC,Neron97
"rt @forguinnmyah: sorteo en universe por guinn myah✨

hola amigas/amigos, estoy sorteando una membresía en universe, la cual incluye mensajes privados y llamadas con el artista del grupo que prefieran, ya sea cravity, monsta x, lightsum, ateez, etc.)!! https://t.co/bthlzlfcvg",2021-10-18 23:59:46 UTC,minhotvv
"rt @maxmayfield_2: hola!! soy max mayfield de stranger things, es mi segunda cuenta por qué de la anterior la tonta de mi admi olvido la contraseña así que me ayudarían a darle rt.
gracias",2021-10-18 23:59:46 UTC,capitn_america
@jengchanel quepaso,2021-10-18 23:59:46 UTC,PorotoFachero
así hay que hacer 👍 https://t.co/k0dvtl809i,2021-10-18 23:59:46 UTC,unmundocuantico
"rt @hurgamemoriape: ¿en qué podría asesorar @ricardobelmontc al presidente @pedrocastillote?

¿el gobierno piensa acaso recaudar fondos a través de alguna estafa piramidal?

si es así, belmont es el hombre adecuado. hasta el día de hoy sus socios de rbc no ven un sol. 

#belmontestafador https://t.co/9zqkiatilw",2021-10-18 23:59:46 UTC,AveRapaz7
"@yeiyei_1985 @ministeriosalud @biobio @biobiochilecuen @s_schwartzmann @t13 @t13concepcion @t13noticias @t13valpo @tvn @tvnredbiobio @24horastvn @chvnoticias @mega pero tienen pase de movilidad , total ya tienen sus vacunas y el señor paris los avala",2021-10-18 23:59:46 UTC,nikos_stgo
cual creen q soy? https://t.co/ngsp4yried,2021-10-18 23:59:46 UTC,yalehadita
"rt @estoesanfield_: los aficionados reds, se hacen notar el la plaza mayor!!!🎶🎵 https://t.co/hrwgi5khji",2021-10-18 23:59:46 UTC,dougbarazarte
rt @juanmql0: pana💀 https://t.co/fvdvleio4y,2021-10-18 23:59:46 UTC,xjulianox_
1 am y cocinandome ravioles por qué no cene que mujer,2021-10-18 23:59:46 UTC,leonelbrt2020
@milenio por fin semaforo verde! ahora si karla panini en que nos quedamos..😡,2021-10-18 23:59:46 UTC,PAY_GUTIERREZ22
rt @guarromantico_: cuando me entero que hay gente que se besa sin ser novios. https://t.co/8xancuqsxs,2021-10-18 23:59:46 UTC,iSeryi
"rt @filipoocadiz: en @accionnacional ya no se acuerdan que el fundador de los #gasolinazos fue el inefable calderón, pero hoy dicen que están contra el aumento de impuestos.",2021-10-18 23:59:46 UTC,jOSETREINTAYTRE
"@tricolorchala que falta de respeto a armando, se lo ganó sin vender humo a huevo y corazón!",2021-10-18 23:59:46 UTC,Conito041
"rt @elchiringuitotv: ❗️¡exclusinda! #inda: ""el united ha llamado a zidane por recomendación de cristiano ronaldo"". #chiringuitoinda https://t.co/ppwzjjl8mm",2021-10-18 23:59:46 UTC,alfonso86762446
@alessiacara amigas,2021-10-18 23:59:46 UTC,cthmanic
"rt @qu3aburrimient0: comunicado de eduardo gatti respecto al plagio de su obra, utilizada de forma inescrupulosa en la campaña de kast
#estallidosocial #plazadignidad #18oct #18deoctubre #plagio https://t.co/pmmgheqikq",2021-10-18 23:59:46 UTC,puensao
mañana tengo unas conferencias a las 5 pero a esa hora siempre estoy dormida 😭😭,2021-10-18 23:59:46 UTC,mafeercast
"rt @niko_sepulveda: hace un rato la brigada de adiestramiento canino de carabineros se apostó c pastores alemanes en barrio lastarria. cuando los grabé me hicieron control de identidad y luego pidieron acreditar q era periodista. los ciudadanos, periodistas o no, somos libres d grabar en la calle",2021-10-18 23:59:46 UTC,NiGuzmanNiLagos
"rt @jbedoyalima: el 18 de octubre de 2021 pasa a la historia como el día en que una lucha, que empezó por un crimen individual, llevó a la reivindicación de derechos de miles de mujeres víctimas de violencia sexual y de mujeres periodistas que dejan parte de la vida en su oficio #noeshoradecallar",2021-10-18 23:59:46 UTC,marianellag1950
cómo es que las mujeres saben que cuando abren cuenta en twitter hay q mostrar el cuerpo para q los sigan...?😪,2021-10-18 23:59:46 UTC,ivenex0317
@santi_d_diaz pedazo d virgen,2021-10-18 23:59:46 UTC,PankekezP
@nikamiyami desde luego robin la más fachera,2021-10-18 23:59:46 UTC,Valy_Sora
@kalifa1962 @realidadpuertos @corrupcionport1 @zurdo57825811 @puertogye @lassoguillermo realmente su fotografía produce repulsión no empatía. lo mismo sucede cuando vemos cuentas trolls operadas por personajes de la prensa y el abogado de la terminal privada.,2021-10-18 23:59:46 UTC,PoliticonEc
"rt @dona_pily2: lo más lindo que verán hoy.
y con airpods😍😍 https://t.co/wypvikjeib",2021-10-18 23:59:46 UTC,FernandoCorte42
rt @teresa85217282: #epavamosacuidarnos por el bien de todos,2021-10-18 23:59:46 UTC,Freddy98236340
rt @marama_oficial: los envidiosos dirán que es photoshop 😎 https://t.co/bnloizgowb,2021-10-18 23:59:46 UTC,casanovaxmila
"rt @paulinarecalde: si los #pandorapapers son un complot internacional, ¿qué voluntad de esclarecimiento se demuestra?

si la crisis carcelaria es un complot local, ¿qué gestión pública se concibe?

si toda oposición es conspiración, ¿qué tipo de democracia se construye?",2021-10-18 23:59:46 UTC,OrtizFerrn
"@lipovetzky ¿y no probaste sacando una ley de alquileres de sicarios? 
a partir de ahi, posta que 
 nadie va a poder alquilar uno.
correte aníbal , acá viene tu reemplazo",2021-10-18 23:59:46 UTC,Dylan06688582
"muchas gracias a @santangelo_sil, @lrueci, @tincho_mg y @saltmarcos por la invitación y por permitirme compartir en este espacio de intercambio! https://t.co/okylw6eqwl",2021-10-18 23:59:46 UTC,miqueagostina
rt @btsourgalaxymx: pues ya que @apodacagroup y @seitrack andan haciendo conciertos en el @estadiobbvaof.... un conciertillo de los @bts_twt @bts_bighit de una veeeez ¿sí o qué? 👀👀👀 https://t.co/ns819vhifo,2021-10-18 23:59:46 UTC,venturapamela45
"@lermac1973 @cnnchile o en preventiva por años, un mal chiste",2021-10-18 23:59:46 UTC,disidente2905
"rt @hdadsangonzalo: 🕯 #lunesdesangonzalo | a 25 lunes para que sea nuestro #lunessanto en #sangonzalo...

📍 avenida de coria / nuestra señora de la salud
🗓 2018
🎼 @lascigarreras https://t.co/wvi1utqy15",2021-10-18 23:59:46 UTC,jesusandaluz10
"@televisivamente buena po bombo fica,weón fome",2021-10-18 23:59:46 UTC,tinoshaurio
@rosariotres jajajajajaajajajajajajajaj que pelotudos!!!,2021-10-18 23:59:46 UTC,Anisammet1
atrévete a vivir en un chile en paz https://t.co/tst1sdr3hf via @youtube,2021-10-18 23:59:46 UTC,Sebastian_foa
porque todo se siente tan vacío?,2021-10-18 23:59:46 UTC,AnagMorrison
pa q me dejan tanto tiempo sola,2021-10-18 23:59:46 UTC,JuliRuggi
"@yankutpmoficial @notlagrupa @oficialyuri leyenda 😂😂  mejor voz femenina de méxico, jajajjajajajajaajajajajjajajahahahajhahhahajajjahahahahahhahahaj",2021-10-18 23:59:46 UTC,SergioBeet
rt @anitaaafon: prendida a bendita... jajajajaja #benditoescandalo,2021-10-18 23:59:46 UTC,fann_pablo
